Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
16/12/2020,"9 PELLETSTOWN AVENUE, RATHBORNE PARK, ASHTOWN",Dublin,,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2020,"Apartment 12 Grove House, The Grove, Goatstown Road",Dublin,,"€484,581.50",No,Yes,New Dwelling house /Apartment,
30/03/2020,"4 DUNKERRON WOOD, DUNKEERON, KENMARE",Kerry,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2020,"39 Mount Hamilton, Carrick Road, Dundalk",Louth,,"€220,264.32",No,Yes,New Dwelling house /Apartment,
13/11/2020,"35 OAKLAWNS, PAULSTOWN, KILKENNY",Kilkenny,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2020,"185 OXMANTOWN RD, STONEYBATTER, DUBLIN 7",Dublin,,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2020,"377 COLLINSWOOD, COLLINS AVE, BEAUMOUNT DUBLIN 9",Dublin,,"€384,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2020,"2 CROFTON MEWS, STABLE LANE, DUN LAOGHAIRE",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2020,"61  MOININ, KILKEE, COUNTY CLARE",Clare,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2020,"THOMAS STREET, CASTLEBAR, CO MAYO",Mayo,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2020,"5 HILLVIEW DRIVE, DUNGARVAN, CO WATERFORD",Waterford,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2020,"3 WINDSOR PLACE, BALLYHOOLY RD, ST LUKES",Cork,,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2020,"47 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9",Dublin,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2020,"COOLACREASE, CADAMSTOWN, BIRR",Offaly,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2020,"BALLYGERALD, NEW INN, TIPPERARY",Tipperary,,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2020,"9 HOLLOW VIEW, OAKVIEW VILLAGE, TRALEE",Kerry,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2020,"15 SILVERSTREAM PARK, STAMULLEN, CO MEATH",Meath,,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2020,"BURKE STREET, FETHARD, CO TIPPERARY",Tipperary,,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2020,"603 THE CUBES 8, BEACON SOUTH QUARTER DUBLIN 18, DUBLIN",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2020,"33 ELMBROOK WALK, LUCAN, DUBLIN",Dublin,,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2020,"GLENADE, KILTYKERE, GRANGE",Sligo,,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2020,"11 SKEHANORE, SOUTH DOUGLAS RD, CORK",Cork,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2020,"3 ALBERT COURT, SANDYCOVE, DUBLIN",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2020,"MENUS PARK, DUNMORE, GALWAY",Galway,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2020,"BLACKCASTLE LODGE, FLOWER HILL, NAVAN",Meath,,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"50 The Drive, Barnhall Meadows, Leixlip",Kildare,,"€405,286.00",No,Yes,New Dwelling house /Apartment,
21/08/2020,"11 WILLANS PARK, ONGAR GREEN, ONGAR VILLAGE DUBLIN 15",Dublin,,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2020,"58 SEANABOTHAIR KILLENS, CORK",Cork,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2020,"No. 16 Tulaigh na Greine, Tullagh Hill, Loughrea",Galway,,"€214,594.39",Yes,Yes,New Dwelling house /Apartment,
09/12/2020,"19 ASHBROOK, TUAM RD, GALWAY",Galway,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2020,"4 SEAVIEW AVENUE, FERRYBANK, ARKLOW",Wicklow,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2020,"MARTINSTOWN, DELVIN, WESTMEATH",Westmeath,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2020,"2 VALLEY PARK AVE SOUTH, FINGLAS DUBLIN 11, DUBLIN",Dublin,,"€124,547.45",Yes,No,Second-Hand Dwelling house /Apartment,
24/08/2020,"CASTLEWOOD, DURROW, COUNTY LAOIS",Laois,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"11A BLOCK THE MALL, MARYBOROUGH WOODS, CO CORK",Cork,,"€189,402.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2020,"30 PINE GROVE PARK, SWORDS, DUBLIN",Dublin,,"€198,750.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2020,"13 Knightsgate Walk, Rush",Dublin,,"€299,559.47",No,Yes,New Dwelling house /Apartment,
13/11/2020,"33 ACHA BHILE, LAHINCH ROAD, ENNIS",Clare,,"€139,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"PUST, CAHERCONLISH, LIMERICK",Limerick,,"€137,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/09/2020,"27 NUTLEY AVE, DONNYBROOK, DUBLIN 4",Dublin,,"€800,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/10/2020,"101 THE CASINO, MALAHIDE, DUBLIN",Dublin,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2020,"3 THE MAIESTON, SANTRY CROSS, DUBLIN 11",Dublin,,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"41 AN FUARAN, DUBLIN ROAD, ORANMORE",Galway,,"€286,343.00",No,Yes,New Dwelling house /Apartment,
16/07/2020,"80 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",Dublin,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2020,"28 THE TRAMWAY BLESSINGTON, BLESSINGTON, WICKLOW",Wicklow,,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2020,"CASTLEBAR RD, WESTPORT, MAYO",Mayo,,"€568,750.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"151 HAMPTON SQ, NAVAN RD, DUBLIN 7",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2020,"NOLANS YARD, CAHERBRACK, BALLINAMULT",Waterford,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"5 THE TOWERS, FAIRGREEN, MALLOW",Cork,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"31 PROSPECT DR, RATHFARNHAM, DUBLIN 16",Dublin,,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2020,"RUANE, KILGLASS, STROKESTOWN",Roscommon,,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2020,"24 The Crescent, Heathfield, Carriganarra",Cork,,"€334,801.76",No,Yes,New Dwelling house /Apartment,
22/12/2020,"57 The Court, Barnhall Meadows, Leixlip",Kildare,,"€339,207.04",No,Yes,New Dwelling house /Apartment,
11/08/2020,"10 LIMERICK ST, ROSCREA, TIPPERARY",Tipperary,,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2020,"Apartment 7  Block C, Mount Argus Apartments",Dublin,,"€702,668.00",No,Yes,New Dwelling house /Apartment,
13/03/2020,"17 DEANWOOD AVENUE, TOGHER ROAD, CO CORK",Cork,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2020,"18 Brook Glen, Manor Farm, Lehanaghbeg",Cork,,"€300,111.75",No,Yes,New Dwelling house /Apartment,
29/01/2020,"UPPER FRIAR STREET, CASHEL, CO. TIPPERARY.",Tipperary,,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2020,"65 GLASLOUGH STREET, MONAGHAN, CO MONAGHAN",Monaghan,,"€36,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"12 THE COURTYARD, KILCOCK, KILDARE",Kildare,,"€315,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/02/2020,"57 ANNE ST, DUNDALK, LOUTH",Louth,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"1 TAOBH LE SRUTH, MOYCULLEN, CO GALWAY",Galway,,"€352,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"ARDNEMUE, BENNEKERRY, CARLOW",Carlow,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2020,"15 NA PRAPOGA, CHICKLEYS RD, YOUGHAL",Cork,,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2020,"LODGE 19, SHANNON OAKS HOTEL, PORTUMNA",Galway,,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2020,"50 Castleland Park Way, Balbriggan",Dublin,,"€268,722.00",No,Yes,New Dwelling house /Apartment,
20/03/2020,"CROSSOGUES, BALLYCAHILL, THURLES",Tipperary,,"€141,703.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"43 COLBERT PARK, JANESBORO, LIMERICK",Limerick,,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"33 ROCKVALE, RATHBAWN RD, CASTLEBAR",Mayo,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2020,"CURRAGHDUFF LOWER, CURRAGHDUFF, CARRICK ON SUIR",Waterford,,"€253,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2020,"37 ANNEVILLE CRESCENT, DROGHEDA, LOUTH",Louth,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2020,"311 OLD YOUGHAL RD, MAYFIELD, CORK",Cork,,"€234,700.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2020,"25 The Avenue, Bellingsfield, Kilcullen Road",Kildare,,"€339,207.03",No,Yes,New Dwelling house /Apartment,
04/08/2020,"ST BRENDANS, BANNOW, CO WEXFORD",Wexford,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"CAHERDOWNEY, CARRIGANIMA, MACROOM",Cork,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2020,"27 HIGGINS PARK, PORTLAOISE, COUNTY LAOIS",Laois,,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2020,"19 Garristown Orchard, Garristown",Dublin,,"€264,273.00",No,Yes,New Dwelling house /Apartment,
12/11/2020,"40 ORANCLOSE, ORANHILL, ORANMORE",Galway,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2020,"86 EDENMORE GROVE, RAHENY, DUBLIN 5",Dublin,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"CROSS OF THE GROVES, MITCHELSTOWN, CORK",Cork,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"65 BEECHDALE COURT, BALLYCULLEN, DUBLIN 24",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"12 SEAFIELD COURT, CASTLE AVENUE, CLONTARF",Dublin,,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2020,"GORTNALEE, DONAGHMORE, CO LAOIS",Laois,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"34 ASSUMPTION PLACE, KILKENNY",Kilkenny,,"€195,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"114 Longstone, Blessington Road, Craddockstown",Kildare,,"€308,370.04",No,Yes,New Dwelling house /Apartment,
14/02/2020,"62 STRATTAN GROVE, ADAMSTOWN, DUBLIN",Dublin,,"€248,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"9 Ard Ratha, Sixmilebridge",Clare,,"€308,400.00",No,Yes,New Dwelling house /Apartment,
15/05/2020,"218 BLACKCASTLE, MAGANEY, CO KILDARE",Kildare,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2020,"Tyrone Avenue, Kilcolgan",Galway,,"€150,000.00",No,No,New Dwelling house /Apartment,
11/12/2020,"19 THe Walk, Bellingsmore",Dublin,,"€352,422.91",No,Yes,New Dwelling house /Apartment,
26/06/2020,"20 Dodderbrook Way, Old Court Road, Ballycullen",Dublin,,"€321,586.00",No,Yes,New Dwelling house /Apartment,
30/11/2020,"11 THE WAY, HUNTERS RUN, CLONEE DUBLIN 15",Dublin,,"€335,258.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2020,"1 THE PANS, CRANFORD, DONEGAL",Donegal,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2020,"3 TOBARTEASCAIN, ENNIS, CO CLARE",Clare,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2020,"4 Moin na Ri, Kilworth, Co Cork",Cork,,"€294,318.00",No,Yes,New Dwelling house /Apartment,
10/12/2020,"32 FERNHILL PARK, MANOR ESTATE, DUBLIN 12",Dublin,,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"1 The Green, Moydervey Manor, Longwood",Meath,,"€268,722.46",No,Yes,New Dwelling house /Apartment,
21/01/2020,"MUCKNO STREET, CASTLEBLAYNEY, CO MONAGHAN",Monaghan,,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2020,"33 THE VIEW, CNOC NA GREINE, KILCULLEN",Kildare,,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2020,"5 HEATHFIELD, MONKSTOWN, DUBLIN",Dublin,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"82 LOUGHANTARVE, KNOCKBRIDGE, DUNDALK",Louth,,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2020,"107 BEALING VILLAGE, TYRELLSTOWN, DUBLIN 15",Dublin,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2020,"TAWLEY, CLIFFONEY, SLIGO",Leitrim,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2020,"KILMACREDOCK UPPER, MAYNOOTH, KILDARE",Kildare,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2020,"BALLYGLASS, BELMULLET, MAYO",Mayo,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2020,"3 Cnoc Tiarnach, Grange End, Dunshaughlin",Meath,,"€436,123.00",No,Yes,New Dwelling house /Apartment,
04/06/2020,"2 ABBEYWAY, MILLTOWN BELTUBERT, CAVAN",Cavan,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2020,"80 ST MARYS PARK, CROSSMOLINA, MAYO",Mayo,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2020,"49 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin,,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2020,"17 Feldberg, Upper Glenageary Road, Glenageary",Dublin,,"€396,475.77",No,Yes,New Dwelling house /Apartment,
08/10/2020,"APT 49B NEW ST, KILLARNEY, KERRY",Kerry,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2020,"MOYOLA, ST BRIGIDS ST, BALLINAMORE",Leitrim,,"€84,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2020,"22 Waverly Hill, Waverly, Blacklion",Wicklow,,"€396,476.00",No,Yes,New Dwelling house /Apartment,
21/02/2020,"11 RATHBRIDE, DEMESNE, KILDARE",Kildare,,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"16 BARTRA GREEN, KILLALA, COUNTY MAYO",Mayo,,"€94,713.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"43 WOODFIELD GROVE, KILLELINE, NEWCASTLE WEST",Limerick,,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2020,"MOUNTAINHIRD, LURGANBOY, MANORHAMILTON",Leitrim,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"23 CARMEN LAWN, UPPER BELMONT, ROCHESTOWN",Cork,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2020,"4 CARRIGALLEN PARK, FINGLAS SOUTH, DUBLIN 11",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2020,"24 Hollywoodrath Road, Hollystown",Dublin,,"€488,986.78",No,Yes,New Dwelling house /Apartment,
06/11/2020,"27 Newtown Manor, Monaleen",Limerick,,"€257,268.72",No,Yes,New Dwelling house /Apartment,
06/11/2020,"45 ABBOT COURT, HOLLY CROSS, THURLES",Tipperary,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2020,"CHERRYWOOD HOUSE, CHERRYWOOD RD, LOUGHLINSTOWN DUBLIN 18",Dublin,,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2020,"COOLNAGUN, LISMACAFFREY, WESTMEATH",Westmeath,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2020,"7 KINVARA GROVE, NAVAN ROAD, DUBLIN 7",Dublin,,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2020,"102 QUIGNALECKA, SLIGO RD, BALLINA",Mayo,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2020,"ROYAL OAK, BAGENALSTOWN, COUNTY CARLOW",Carlow,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"39 Mill Quarter, Gorey, County Wexford",Wexford,,"€246,696.00",No,Yes,New Dwelling house /Apartment,
20/02/2020,"225 STEEPLECHASE GREEN, RATOATH, MEATH",Meath,,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2020,"HILLCREST, BEAMORE RD, DROGHEDA",Meath,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"3 BRICKFIELD DRIVE, HONEYPARK, DUN LAOGHAIRE",Dublin,,"€790,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"56 ST MAELRUANS PARK, OLD BAWN RD, TALLAGHT DUBLIN 24",Dublin,,"€303,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2020,"27 THE PARKLANDS, NEWPORT RD, WESTPORT",Mayo,,"€197,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"CORMEEN, MOYNALTY, KELLS",Meath,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2020,"54 College View Avenue, Westport Road, Castlebar",Mayo,,"€166,960.00",No,Yes,New Dwelling house /Apartment,
01/07/2020,"206 CHARLESLAND COURT, GREYSTONES, WICKLOW",Wicklow,,"€397,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"91A THOMOND STUDENT VILLAGE, OLD CRATLOE RD, LIMERICK",Limerick,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"16 BAROMA, KIMMAGE COURT, KIMMAGE RD LOWER",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2020,"19 ARD NA MAINISTREACH, QUIN, CLARE",Clare,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2020,"16 DUN EMER GLADE, LUSK, DUBLIN",Dublin,,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2020,"39 CASTLEBRIDGE, MAYNOOTH, KILDARE",Kildare,,"€336,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2020,"16 Cois Glaisin Heights, Johnstown, Navan",Meath,,"€246,696.00",No,Yes,New Dwelling house /Apartment,
11/06/2020,"19 The Downs, Moyglare Hall, Moyglare Road",Kildare,,"€409,691.00",No,Yes,New Dwelling house /Apartment,
06/03/2020,"FEIGHCULLEN, RATHANGAN, CO. KILDARE",Kildare,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2020,"30 PARK GLEN CLOPE CROSS, GRANGERATH, DROGHEDA",Louth,,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2020,"7 ST LAWRENCE GLEN, CHAPELIZOD, DUBLIN 10",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2020,"34 CASANA VIEW, THORMANBY RD, HOWTH DUBLIN 13",Dublin,,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2020,"41 STILLORGAN WOOD, KILMACUD RD UPPER, STILLORGAN",Dublin,,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"APT 4, QUINTIN'S WAY, NENAGH",Tipperary,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2020,"48 YEWLANDS, MARYBOROUGH WOODS, DOUGLAS",Cork,,"€307,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2020,"16 The Drive, Barhall Meadows, Leixlip",Kildare,,"€352,423.00",No,Yes,New Dwelling house /Apartment,
02/12/2020,"Units 12  13  14 and 15, Chapel Road  Kinsealy, County Dublin",Dublin,,"€636,963.87",Yes,Yes,New Dwelling house /Apartment,
20/04/2020,"40 MOUNT SYMON CRESCENT, CLONSILLA, DUBLIN 15",Dublin,,"€329,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"47 WESTSIDE APARTMENTS, LOWER MAIN STREET, LETTERKENNY",Donegal,,"€38,400.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"17 BEACHSIDE GARDENS, RIVERCHAPEL, GOREY",Wexford,,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2020,"26 CASTLEGAR, CHAPEL LANE, MALLOW",Cork,,"€116,666.67",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"21 MONEYMORE, DROGHEDA, LOUTH",Louth,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"11 The Park, St Marnock's Bay, Station Road",Dublin,,"€535,000.00",No,Yes,New Dwelling house /Apartment,
27/10/2020,"DERRADA ROAD LOWER, BALLINAMORE, CO LEITRIM",Leitrim,,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"22 BEECHWOOD, BALLIVOR, MEATH",Meath,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2020,"22 ABBOTS GROVE AVE, KNOCKLYON, DUBLIN 16",Dublin,,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2020,"47 An Fuaran, Dublin Road, Oranmore",Galway,,"€286,335.88",No,Yes,New Dwelling house /Apartment,
23/06/2020,"34 CLUAIN ALAINN, CARRICKMACROSS, MONAGHAN",Monaghan,,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2020,"COOLYPHULLAGH, NURNEY, KILDARE",Kildare,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"31 COLLEGE MANOR, DUNDALK, CO LOUTH",Louth,,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2020,"103 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW",Carlow,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2020,"DONAGUILE, CASTLECOMER, KILKENNY",Kilkenny,,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2020,"1 EARLS VIEW, RATHMULLAN, COUNTY DONEGAL",Donegal,,"€240,000.00",No,Yes,New Dwelling house /Apartment,
05/11/2020,"3 BALLYRISHTEEN, DINGLE, KERRY",Kerry,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2020,"20 PARKWAY DR, MODEL FARM RD, CORK",Cork,,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"51 DEERPARK CLOSE, KILTIPPER, TALLAGHT DUBLIN 24",Dublin,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2020,"25 Friarsfield, Killenaule Road, Fethard",Tipperary,,"€161,233.00",No,Yes,New Dwelling house /Apartment,
15/07/2020,"53 GLEANN CORA, NEWMARKET ON FERGUS, CLARE",Clare,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2020,"16 FORTWILLIAM, MOUNT MERRION AVE, BLACKROCK",Dublin,,"€442,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2020,"42 ROYAL CANAL BANK, PHIBSBORO, DUBLIN 7",Dublin,,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2020,"26 Clarendon Brook, Carr's Hill, Douglas",Cork,,"€299,029.29",Yes,Yes,New Dwelling house /Apartment,
11/09/2020,"THE MILL RD, THURLES, TIPPERARY",Tipperary,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2020,"36 CHAPEL ST, CARDONAGH, CO DONEGAL",Donegal,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2020,"4 PEMBROKE MEWS, DOUGLAS, CORK",Cork,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"159 HERBERTON RD, RIALTO, DUBLIN 8",Dublin,,"€407,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"67 GLEANN NA RIOGH DRIVE, NAAS, CO KILDARE",Kildare,,"€201,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2020,"34 ELY SQUARE, NUTGROVE AVENUE, RATHFARNHAM",Dublin,,"€603,524.00",No,Yes,New Dwelling house /Apartment,
13/03/2020,"31 ARD NA MAINISTREACH, QUIN",Clare,,"€102,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"30 MEADOWHILL, KILTOY, LETTERKENNY",Donegal,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"2 ALDERWOOD, STAMULLEN, MEATH",Meath,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"BOLEY, BALLYLINAN, VIA ATHY",Laois,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"Monaferrick, Curraclone, Stradbally",Laois,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
